smiles,Egc,Egb,Eib,Ei,Eea,nc,ne,TSb,TSy,YM,permCH4,permCO2,permH2,permO2,permN2,permHe,Eat,LOI,Xc,Xe,Cp,Td,Tg,Tm
[*]c1nc(C(C(=O)NO)n2c3ccccc3c3ccccc32)c(C#N)c(N2C(=O)c3ccc(-c4nc([*])c(C#N)c(-n5c(C)c(C)c6ccccc65)c4C#N)cc3C2=O)c1C#N,3.1079757,2.713698,3.1858394,5.610735,2.349995,1.977289,1.6437542,85.4875,73.90284,2032.5226,0.940544,15.193956,28.79855,3.458314,0.9569038,29.790081,-6.087791,27.879208,32.91678,32.468174,1.2320483,716.44763,514.9035,607.5622
[*]Cc1ccc2c(c1)C(=O)N(c1ccc(C=Nc3ccc(C(c4ccc(-c5ccc(N=Cc6ccc([*])cc6)cc5)c(C)c4)(C(F)(F)F)C(F)(F)F)cc3)cc1)C2=O,3.416407,3.0867522,3.4139094,5.7474318,2.270488,1.8675537,1.5851779,92.97446,77.30868,1830.9363,0.6691166,13.892044,30.115858,3.7192702,0.7409475,26.31049,-6.023993,32.45398,40.93941,37.258385,1.2693279,706.9374,488.87772,575.6306
[*]C(=O)c1cc(C)c(N2Cc3ccc(N4Cc5ccc(Cc6ccc7c(c6)C(=O)N([*])C7=O)cc5C4)cc3C2)c(C)c1,3.3386405,2.9212189,3.1579874,5.961428,2.231142,1.8642265,1.5944492,99.54751,69.16933,1998.8544,0.41835022,9.167146,25.662357,2.3702211,0.47079134,22.922962,-6.030236,31.187714,41.05659,38.15537,1.2828794,747.77997,547.1704,614.4601
[*]Oc1ccc(-c2ccc(-c3cc(C)c(O[*])c(C)c3C)cc2-c2ccc(N=Nc3ccc([N+](=O)[O-])cc3)c(C)c2)cc1,3.0690148,2.6953237,3.3317769,5.529448,2.3441162,1.9687665,1.6367158,92.496216,73.16989,2019.3594,0.8093295,16.897287,38.483437,3.862474,0.93831897,31.881172,-6.0836315,28.370663,36.067005,35.54212,1.2462394,712.39453,523.81274,602.5696
[*]Nc1ccc(-c2ccc(Nc3ccc(N=Cc4ccc(-c5cc(C)c(-c6ccc7c(c6)C(=O)N([*])C7=O)cc5C)cc4)cc3)c(C)c2)cc1,3.391388,3.058223,3.4224768,5.7269697,2.269801,1.9391302,1.6227913,89.73013,71.30273,1798.1664,0.89266706,17.134819,34.95903,4.422524,0.83402884,29.040218,-6.1499996,28.542053,32.914665,32.591484,1.2142004,690.6279,538.7594,608.0555
[*]c1ccc(P(=O)(c2ccccc2)c2ccc(N3C(=O)c4ccc(Nc5ccc(-c6ccc(-c7ccc8c(c7)C(=O)N([*])C8=O)c(C)c6)c(C)c5)cc4C3=O)cc2)cc1,3.3127277,2.9582684,3.2313855,5.83957,2.3683527,1.9264168,1.619042,90.44712,66.83647,1814.735,0.45901585,9.182873,23.467535,2.4866197,0.44479668,19.951328,-6.06396,32.479023,41.390938,38.397915,1.2605287,781.1024,537.6529,642.48364
[*]Oc1ccc2c(c1)C(=O)N(C1CCC(c3ccc(C4CCC(c5ccc(P(=O)(c6ccccc6)c6ccc([*])cc6)cc5)CC4)c(C)c3)CC1)C2=O,3.7704272,3.4877207,3.515725,5.9244285,2.0651035,1.8940136,1.6052878,83.15103,64.44836,1864.788,0.576617,11.137746,26.335915,2.8741,0.5747448,22.899923,-6.089625,30.314955,38.753704,36.57336,1.2543502,722.6511,507.3184,606.0247
[*]Nc1ccc(N2C(=O)c3ccc(-c4ccc(C=Nc5ccc(-c6ccc(Nc7ccc8c(c7)C(=O)N([*])C8=O)cc6C)cc5)cc4)cc3C2=O)cc1,2.87047,2.5754583,3.0480738,5.620016,2.4153237,1.9466232,1.6293026,95.57618,73.74284,1804.4075,0.439718,7.894046,20.136343,2.209537,0.39757252,17.278877,-6.097198,30.777262,37.460445,35.5916,1.2410634,739.44867,545.7416,617.1217
[*]Nc1cccc(C#Cc2ccc(-c3ccc4c(c3)C(=O)N(c3ccc5c(c3)C(=O)N(C3CCC6C7CC(CC7c7ccc8c(c7)C(=O)N([*])C8=O)C63)C5=O)C4=O)cc2)c1,2.728898,2.4601135,3.0525668,5.5354295,2.4715154,1.9496707,1.637839,97.82668,68.91412,1981.8379,0.43739057,9.794062,22.305918,2.2714694,0.42734885,20.0638,-6.0851736,31.344217,34.908062,33.909805,1.2186294,713.9577,545.43085,632.37524
[*]CCCc1ccc(S(=O)(=O)c2ccc(-c3c(C)cc(-c4cc(C)c(-c5ccc(S(=O)(=O)c6ccc(-c7ccc8c(c7)C(=O)N(CCC[*])C8=O)cc6)cc5)c(C)c4)cc3C)cc2)cc1,3.798894,3.4953892,3.549,6.029865,2.3400185,1.8857257,1.5995982,79.91963,62.606228,1912.0863,0.5371051,10.354301,25.368729,2.8741856,0.5453018,22.20866,-6.111262,30.685719,38.333294,34.975594,1.2233391,727.5227,530.8482,582.3349
[*]c1sc(N2C(=O)c3ccc(-c4ccc(N=Nc5ccc(-c6ccc(N=Nc7ccc(CCCCCC)c(C)c7)cc6)cc5)cc4C)cc3C2=O)cc1-c1ccc2c(c1)C(=O)N([*])C2=O,2.7435827,2.4863179,3.0230978,5.5561814,2.447232,1.9426194,1.6391761,96.087555,69.50973,1981.3105,0.71099126,11.731418,24.305244,3.030283,0.73541987,20.633224,-6.1213045,29.468582,33.419464,32.915916,1.2403632,687.61926,495.30865,577.30115
[*]c1ccc(-c2nc3ccc(CC)cc3nc2Oc2ccc3c(c2)C(=O)N([*])C3=O)cc1,3.4232008,2.9382026,3.2531295,5.9025126,2.3435168,1.8871292,1.6036,92.263016,74.455315,2100.221,0.43930888,8.873876,19.9485,2.2239783,0.47555947,18.742197,-6.107105,30.997328,36.37882,34.50186,1.2345958,779.1934,541.5455,636.07794
[*]Oc1ccc(-c2ccc(-c3ccc(C=Nc4ccc(C)cc4)cc3[*])cc2)cc1N1C(=O)c2ccc(C(F)(F)F)cc2C1=O,3.331063,2.9619365,3.2189229,5.8062344,2.291598,1.9201065,1.6290331,99.849945,78.89915,2167.043,0.6636152,10.491337,21.580307,2.6849139,0.7475314,20.530544,-6.056726,32.939457,42.161057,38.26802,1.2706643,746.85,504.15167,598.5077
[*]N1CCN(C2CCC(N3C(=O)c4ccc(-c5cc(-c6ccc([N+](=O)[O-])cc6)ccc5-c5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)CC2)CC1,3.0025778,2.598038,3.062472,5.7219176,2.4752128,1.9175091,1.6233448,97.636696,75.54751,1947.4878,0.43973088,7.3955297,20.215673,1.9625258,0.36141825,18.800272,-6.1151114,28.593437,33.552944,32.1501,1.2102005,682.03284,521.8259,587.0915
[*]c1cncc(N2C(=O)c3ccc(-c4cc([*])ccc4-c4ccc5ccccc5c4Oc4ccc(F)cc4)cc3C2=O)c1,3.3273704,3.0706813,3.2787588,5.8217874,2.3868957,1.9906191,1.6552689,90.87553,75.894905,2229.0676,0.35346675,7.521557,20.538761,1.792079,0.40180779,22.696552,-6.0841618,33.216473,40.36128,37.069637,1.2343043,720.2903,510.30045,585.5946
[*]OC1(Nc2ccc(N3C(=O)c4ccc(-c5ccc([*])cc5)cc4C3=O)cc2C)CCC2CCCCC2C1,3.703922,3.3950517,3.4615128,5.870364,2.0898025,1.850728,1.5870576,101.35789,75.711266,2198.0063,0.6330569,16.566309,36.680275,3.5069594,0.6871208,32.715836,-6.0735707,30.140766,39.822433,36.746304,1.2644972,719.6999,522.6311,645.6506
[*]Oc1ccc(-c2ccc(C3(c4ccc(-c5cc(Cc6ccc7c(c6)C(=O)N([*])C7=O)ccc5N=Nc5ccc([N+](=O)[O-])cc5)cc4)c4ccccc4-c4ccccc43)cc2)cc1C,3.4118636,3.095212,3.3500755,5.859762,2.3791878,1.928033,1.6255457,99.58744,76.91667,2101.7036,0.69341624,12.841256,28.612804,3.5864344,0.7761754,25.078424,-6.118549,30.224571,35.86532,34.278404,1.2293701,722.51074,532.1713,596.6447
[*]Oc1ccc([Si](c2ccccc2)(c2ccccc2)c2ccc(Oc3ccc(C(=O)Nc4cccc5c4C(=O)N([*])C5=O)cc3)cc2)cc1,3.5884392,3.306276,3.4901516,5.7772098,2.1645799,1.9256445,1.6244364,85.5771,69.41666,2333.1377,0.83775926,10.629951,25.388205,2.8834853,0.74834585,22.699825,-6.13294,29.228006,31.678425,32.70675,1.2627518,704.10657,529.65027,594.75275
[*]Oc1cc(C=Nc2ccc(-c3ccc(-c4ccc5c(c4)C(=O)N([*])C5=O)cc3)cc2)ccc1-c1ccccc1OC,3.418274,3.0443795,3.2828891,5.9625006,2.476047,1.9260988,1.6228495,86.3348,68.500595,1781.3284,0.88514006,8.728541,17.30551,2.4057474,0.81291366,15.917381,-6.0966945,29.953636,36.23921,35.305832,1.2570351,763.0824,522.26154,601.7113
[*]CCc1ccc(-c2cc(N3C(=O)c4ccc(-c5cccc(NC[*])c5)cc4C3=O)cc(C)c2C)cc1,3.17632,2.805307,3.4217253,5.5257416,2.2926738,1.9904058,1.6555759,90.720726,70.22943,2012.574,0.39881492,10.154315,28.999224,2.2842276,0.46323466,24.762138,-6.0753922,30.22881,39.287167,36.300457,1.2303556,757.5615,528.72144,637.466
[*]c1ccc(N2Cc3ccc(-c4ccc5c(c4)C(=O)N(c4cc(C)c(Sc6ccc7c(c6)C(=O)N([*])C7=O)c(C)c4)C5=O)cc3C2)cc1,3.0238812,2.7093043,3.1219072,5.6948204,2.3741338,1.8979791,1.6113182,93.87944,64.16924,1855.9376,0.35635948,9.21997,25.125023,2.3617506,0.43158865,22.242111,-6.0747123,31.739931,38.968697,35.62903,1.2426333,732.319,560.5654,619.811
[*]c1ccc(-c2ccc3c(c2)C(=O)N(c2ccc(-c4c(Cl)cc(Cl)cc4Cl)cc2-c2ccc(S(=O)(=O)c4ccc(N5CC(C)N([*])CC5C)cc4)cc2)C3=O)cc1,3.3795629,2.907675,3.4016967,5.8274975,2.448689,1.9206672,1.6181824,83.13027,73.32509,2095.6792,0.7166743,14.359132,27.711498,3.5227284,0.7721305,25.208109,-6.0697064,33.3405,44.73679,38.51087,1.2205136,690.1997,563.75854,636.8438
[*]c1ccc(C2(c3ccc(S(=O)(=O)c4ccc(N5C(=O)c6ccc(C7COC([*])CO7)cc6C5=O)cc4)cc3)CC3CCC2C3)cc1,3.6350229,3.246326,3.4680858,5.9321995,2.2707326,1.8896792,1.6134919,78.42169,68.12159,1914.7178,0.5465776,11.445383,23.278612,2.6510286,0.46187472,21.94909,-6.087539,33.815434,42.397488,37.670124,1.2282345,679.7816,517.6871,581.83453
[*]c1ccc2c(c1)C(=O)N(c1ccc3c(c1)Cc1cc(-c4ccc(Nc5ccc6c(c5)Cc5cc(-c7ccc8c(c7)C(=O)N([*])C8=O)ccc5-6)cc4C)ccc1-3)C2=O,2.7652376,2.583066,3.1273532,5.462358,2.364277,2.0167868,1.6765025,100.76454,73.377716,1983.9559,0.7231189,10.492902,22.965801,2.9764931,0.67135596,20.444304,-6.038789,32.86896,40.369835,37.78341,1.24289,708.8114,555.74255,622.558
[*]c1ccc(P(=O)(c2ccccc2)c2ccc(-c3ccc4c(c3)C(=O)N(C(C)(C)c3ccc(-c5cccc(-c6cccc(P(=O)(c7ccccc7)c7cccc([*])c7)c6)c5)cc3)C4=O)cc2)cc1,3.6612415,3.320273,3.5119376,5.877342,2.2412353,1.9825579,1.6475855,88.354095,65.64341,2299.7288,0.5522758,8.112892,20.757038,2.3328156,0.44660652,17.82843,-6.072374,33.907875,41.774887,39.262344,1.253685,771.78076,526.8472,631.94293
[*]CCN1C(=O)c2ccc(C3CCN(c4ccc(-c5ccc(-c6cc(C[*])[nH]n6)cc5)cc4)CC3)cc2C1=O,3.0982115,2.792117,3.2257485,5.6633797,2.262488,1.8861208,1.5958107,88.49275,78.37888,1900.632,0.2695899,6.1345053,17.050243,1.4845755,0.3665141,16.875519,-6.122335,31.760551,38.86214,33.764763,1.1907912,746.7748,523.24146,603.5503
[*]Oc1ccc(C(C)(C)c2ccc(S(=O)(=O)c3ccc(-c4ccc(-c5c(C)cc(-c6ccc7nc([*])cnc7c6)cc5C)cc4)cc3)cc2)cc1,3.6493428,3.273041,3.473939,5.932977,2.2561147,1.9434551,1.6291492,69.04598,72.37332,2164.8706,0.91684246,15.628738,33.961895,4.4918637,0.8761811,29.863527,-6.186729,29.07675,35.40558,32.470253,1.1901827,725.21564,534.93066,615.29846
[*]Oc1nc([*])nc(-c2ccc(-c3ccc4c(c3)OCO4)c(C3CC(=O)N(C(F)(F)F)C3=O)c2)n1,3.6885145,3.2816603,3.3611863,5.9748406,2.1428807,1.8893923,1.6186537,83.73562,70.20338,2124.506,1.1980801,17.657528,34.575768,4.733833,1.0689564,29.660866,-5.9546647,32.741287,44.4323,40.0775,1.2631143,699.75854,509.01724,600.10986
[*]c1ccc(OCCOc2ccc(C=Nc3ccc(-c4nc5ccccc5n4-c4ccc5[nH]c([*])nc5c4)cc3)cc2)cc1,3.426349,3.1264226,3.5105195,5.5823374,2.1885953,2.012674,1.6631405,80.19077,76.14099,2348.1965,0.7382504,6.1266384,16.568464,1.7032437,0.53995883,17.137512,-6.095612,29.749275,35.650658,33.62275,1.2305821,700.2569,515.5897,604.3237
[*]OC(=O)c1cccc(-c2ccc(-c3ccc(C4(c5ccc(-c6cccc([*])c6)cc5)c5ccccc5-c5ccccc54)cc3)cc2C)c1,3.7967086,3.4632237,3.53282,5.906852,2.1707737,1.9463947,1.6324978,99.499886,73.53756,2359.6152,0.73572695,8.4199915,21.061968,2.5443892,0.6669198,19.462975,-6.1173635,31.238945,40.922134,36.06615,1.2196242,760.0932,512.58374,603.29395
[*]Nc1cc(-c2ccccc2)cc(N2C(=O)c3ccc(N(CCCCCCCC)c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)c1,3.2910383,2.7738495,3.1875222,5.946168,2.5686207,1.8924549,1.6105953,88.53555,75.20231,1886.9932,0.34715354,7.1204433,19.320354,1.911344,0.39785314,16.629927,-6.0123005,32.639397,42.900715,39.557167,1.2730267,675.5191,503.25543,628.2346
[*]NC(=O)c1ccc(-c2ccc(Nc3ccc(-c4cccc(O[*])c4)c4nsnc34)cc2)cc1,3.4652267,3.0733097,3.4619908,5.595409,2.029698,1.9937229,1.6564809,73.31743,69.19928,2180.9287,0.7298943,17.421549,34.59574,4.0128922,0.8731425,31.470345,-6.0686054,30.762476,39.7398,34.713737,1.1910362,712.1562,492.61865,592.2971
[*]C(=O)c1ccc([Si](c2ccccc2)(c2ccccc2)c2ccc(-c3ccc(N4C(=O)c5ccc(-c6ccc(C7(c8ccc(N9C(=O)CC(=O)N([*])C9=S)cc8)c8ccccc8-c8ccccc87)cc6)cc5C4=O)cc3)cc2)cc1,3.067083,2.7228246,3.2075605,5.655344,2.4295568,1.9625899,1.6436045,97.30608,71.05324,2288.0164,1.2218227,19.18159,37.958675,4.9265904,1.1388433,33.145523,-6.1540604,31.36003,37.36334,34.554203,1.1959968,721.4712,548.2316,634.4732
[*]C(=O)c1ccc(-c2cc(C)c(CC)c(C)c2)c(-c2ccc3nc(-c4ccc5c(c4)nc([*])n5C)n(C)c3c2)c1,3.5881736,3.2418582,3.4402921,5.88715,2.2317522,1.9604522,1.6321927,84.17817,69.82542,2007.2258,0.74676585,11.840946,28.48811,3.086609,0.64825964,25.929888,-6.162836,28.175926,31.964653,32.292965,1.2220594,753.1445,540.20465,622.57495
[*]c1ccc2c(c1)C(=O)N(c1c(C)cc(N3CCC(N4C(=O)c5ccc(-c6cccc7c6C(=O)c6cccc(N8CCC([*])CC8)c6C7=O)cc5C4=O)CC3)cc1C)C2=O,3.3392043,3.0634067,3.2909617,5.873425,2.2730443,1.889268,1.6057565,87.42737,78.68838,1803.0585,0.7518226,15.064432,36.075615,3.5355783,0.93070376,33.45837,-6.113605,30.039288,36.316044,34.711277,1.2197456,754.58386,539.6615,605.2106
[*]C(=O)c1c(-c2c(Oc3ccc(-c4ccc([*])cc4)c(C)c3)ccc3ccccc23)ccc2ccccc12,3.572294,3.3532295,3.4947252,5.833321,2.3013556,1.9333366,1.6210631,79.86422,64.84277,2200.1902,0.60533845,7.7050076,18.646929,1.9106092,0.6582737,17.198277,-6.1510005,32.1785,38.920998,34.517902,1.1942898,745.4269,492.23615,593.4267
[*]N1C(=O)c2ccc(-c3cccc(Nc4nc5cc(-c6ccc7oc(-c8ccc9c(c8)C(=O)N([*])C9=O)nc7c6)ccc5[nH]4)c3)cc2C1=O,3.012495,2.6987097,3.137003,5.6723843,2.4646301,2.0468075,1.6796968,94.59374,58.194904,2122.5398,1.1542735,8.478962,20.206474,2.4719696,0.7677287,17.69603,-6.077067,32.354446,38.422062,36.472137,1.2426577,763.8972,553.32,617.87494
[*]CCc1ccc2ccccc2c1-c1cc(C)c(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(c4ccc(C[*])cc4)C5=O)cc3C2=O)c(C)c1,3.4581325,3.1888278,3.3803754,5.7592006,2.1927242,1.8470378,1.5829462,95.87458,78.682945,2043.4653,0.2890823,9.852537,28.364351,2.159584,0.43051052,26.519445,-6.1412344,30.289696,36.637676,33.42245,1.2118335,786.4966,543.56384,623.3489
[*]Oc1ccc(N=Nc2ccc([N+](=O)[O-])cc2)c(-c2ccc(N=Nc3ccc([N+](=O)[O-])cc3)c(N3C(=O)c4ccc(-c5ccc(C6(c7ccc(-c8cccc([*])c8)cc7)c7ccccc7-c7ccccc76)cc5)cc4C3=O)c2)c1,3.3191922,2.990236,3.379148,5.762593,2.4335234,1.9895544,1.6593795,100.85344,75.318665,2170.5813,1.0391634,15.657976,35.34162,4.526693,1.0878253,28.605799,-6.086815,31.180801,37.249355,34.95633,1.2272792,761.32367,526.87616,601.1474
[*]Oc1ccc(-c2ccc([*])cc2)c(N2Cc3ccc(N4Cc5ccc(-c6ccc(N=Nc7ccncc7)cc6)cc5C4=O)cc3C2=O)c1,2.8924189,2.6425922,3.0863647,5.5215664,2.2428432,1.9474664,1.6491767,99.152916,78.71236,1957.9443,0.48196507,7.427004,18.119167,1.907239,0.50102425,16.63897,-6.113892,31.068184,38.46113,34.44085,1.2151947,707.80096,487.17493,570.7158
[*]c1ccc(S(=O)(=O)c2ccc(-c3ccc(-c4ccc(-c5nc([*])nc(C(=O)O)n5)c5c4C4c6ccccc6C5c5ccccc54)c(C(=O)O)c3)cc2)cc1,3.4941807,3.1709318,3.3270395,5.920091,2.411542,1.9581265,1.6392045,85.478096,73.34341,2120.9485,0.97977686,19.255033,39.546284,5.1597223,0.95477617,33.282158,-6.0691066,34.007763,43.001625,39.722557,1.2594708,740.99725,559.65314,632.8367
[*]c1ccc2c(c1)C(=O)N(c1ccc(-c3ccc(C45CC6CC(CC(C6)C4)C5)cc3CCCCCCCCCCCCC)cc1N1C(=O)c3ccc([*])cc3C1=O)C2=O,2.9431057,2.6449382,3.1546528,5.5242815,2.1138315,1.8794934,1.6154087,97.03708,75.91752,1865.2598,0.6862334,8.64433,20.839783,2.184238,0.62765074,20.108496,-6.1086006,30.133219,33.72772,33.83486,1.2630213,749.35004,517.5073,625.80927
[*]CCCc1ccc2c(c1)C(=O)N(c1ccc3ccccc3c1N1C(=O)c3ccc(-c4c(CCC[*])ccc5ccccc45)cc3C1=O)C2=O,3.041252,2.7071018,3.3276265,5.6235375,2.5401323,1.9014498,1.6212434,86.12146,67.17916,1946.9432,0.5406945,8.782446,23.876896,2.6383064,0.6391251,23.599167,-6.092518,30.221733,35.14832,32.898983,1.2172539,769.0611,526.1118,619.7375
[*]Nc1cc(-c2ccc(S(=O)(=O)c3ccc(N4C(=O)c5ccccc5C4=O)cc3)cc2)cc(-c2nc3cc(-c4nc5cc(C([*])=O)ccc5[nH]4)ccc3[nH]2)c1,3.2203739,2.884721,3.368329,5.762122,2.5298111,2.0370803,1.6774373,99.66646,80.15078,2327.3657,0.51682186,8.679539,19.590067,2.3130636,0.5415318,18.13248,-6.1100974,35.734333,43.01568,38.408546,1.2136284,763.0664,552.78406,640.5051
[*]N1C(=O)c2ccc(-c3ccc(-c4csc(C(F)(F)F)n4)c(-c4nnc(-c5cccc6c5C(=O)N([*])C6=O)o4)c3)cc2C1=O,3.2505448,2.8963575,3.1267638,5.898831,2.3512263,1.9846126,1.644339,96.3943,73.74435,1915.3746,0.7531303,11.720103,30.077099,2.9104593,0.74959004,28.894878,-6.050048,33.748306,39.32901,37.726307,1.2508206,769.4303,560.1285,633.7605
[*]Cc1ccc(Sc2cc(N3C(=O)c4ccc(-c5ccc(N=[*])cc5)cc4C3=O)ccc2C(F)(F)F)cc1,3.3240721,2.9659348,3.2360618,5.820427,2.227178,1.8886734,1.6002545,86.1741,70.99365,1905.635,0.80853415,14.621594,30.407904,4.2889996,0.8920777,27.121555,-6.07022,32.256348,41.6679,36.363068,1.1997623,742.713,488.31213,594.8462
[*]Oc1ccc(-c2ccc3c(c2)C(=O)N(c2ccc(C=NN=Cc4ccc(-c5ccc(N=Nc6ccc(-c7ccc([*])cc7)cc6)cc5)cc4)cc2)C3=O)cc1,3.0129113,2.6907992,3.135315,5.5848317,2.2882829,1.9576354,1.6378791,92.72661,68.51116,1983.9648,0.95592785,13.296542,27.755161,3.8777614,0.9452692,23.26632,-6.134711,31.465641,38.130814,34.37976,1.2119389,777.3042,506.0523,608.74585
[*]NC(=O)c1ccc(-c2cccc(-c3cccc(N=Nc4cccc(C[Si](C)(C)C)c4)c3)c2)cc1C([*])=O,3.419843,3.020035,3.3355708,5.774997,2.1666045,1.9910457,1.6663264,81.07652,65.58171,2341.066,0.6872009,8.504227,18.826487,2.2853146,0.6301377,18.002071,-6.0854073,30.161442,33.41738,34.810337,1.2661842,676.8506,473.21954,572.07043
[*]c1nc2ccc(Oc3cccc(-c4ccc(C5(c6ccc(-c7cccc(-c8ccc9c(c8)C(=O)N([*])C9=O)n7)cc6)c6ccccc6-c6ccccc65)cc4)c3)cc2s1,3.34893,3.0789566,3.3394837,5.7088637,2.2180672,2.0295296,1.6797308,94.3842,71.51583,2298.4875,0.5466553,9.471556,23.902264,2.7695434,0.5821879,22.234455,-6.070933,32.761997,41.2357,38.54428,1.2639256,782.5511,539.80194,614.84344
[*]c1nc(C(=O)c2ccc(-c3ccc4c(c3)C(=O)N([*])C4=O)cc2)[nH]c1-c1ccc2c(c1)Cc1cc(-c3ccccc3)ccc1-2,3.3147626,3.0091138,3.3427238,5.8296533,2.4043345,2.020734,1.6589661,88.62176,67.022446,2115.7417,0.54215884,7.848585,15.79674,2.0933552,0.48352456,15.825649,-6.0696497,33.690468,40.288486,37.351543,1.252414,722.9291,543.9675,628.199
[*]c1ccc(Oc2cccc(-c3ccc(-c4ccc(C5(c6ccc(-c7ccc8c(c7)C(=O)N([*])C8=O)cc6)c6ccccc6Oc6ccccc65)cc4)cc3)c2)cc1,3.4605029,3.1502593,3.3877072,5.754717,2.2075295,1.9068905,1.6124518,94.59017,74.28943,2238.0176,0.6101389,12.242241,27.737652,3.5573387,0.6693369,25.197243,-6.0713916,33.858124,42.72217,39.254696,1.2710515,780.1306,540.7033,630.3271
[*]Sc1ccc(N=Cc2ccc(-c3ccc(N=Cc4ccc(-n5c(C(=O)c6ccc([*])cc6)nc6ccccc65)cc4)cc3)cc2)cc1,3.2409694,2.8995833,3.3886616,5.5777583,2.308369,2.0586054,1.6739233,75.37242,67.92967,2135.7527,0.5376377,7.53045,18.494308,2.162229,0.45565724,17.284895,-6.132994,30.414122,35.44584,33.665222,1.2055914,697.28613,480.79193,572.2013
[*]c1ccc2c(c1)C(=O)N(c1[nH]c(-c3ccccc3)nc1-c1ccc(-c3ccc4c(c3)Cc3cc(-c5ccc6c(c5)C(=O)N([*])C6=O)ccc3-4)c(C)c1)C2=O,3.032162,2.8104775,3.221165,5.673559,2.4212234,1.9592857,1.6411892,92.723465,66.28208,1841.2833,0.6296257,7.9831734,18.909887,2.2132874,0.58470607,18.191439,-6.001583,34.79344,42.042984,38.938,1.285353,727.84485,561.71796,626.50055
[*]c1sc(-c2ccc(-c3ccc(Oc4cccc5c4C(=O)N([*])C5=O)cc3C)c(C)c2)c2c1OCCO2,3.065496,2.666303,3.2482884,5.6553407,2.3974953,1.9392651,1.626023,87.41306,63.077564,1822.1067,0.54907155,8.945758,22.592854,2.5483356,0.5685648,21.670067,-6.0291257,30.554075,38.587223,38.086445,1.273356,700.84265,540.92206,609.29425
[*]c1ccc2c(c1)C(=O)N(Cc1c(C#N)c([*])nc(-c3ccccc3N3C(=O)c4ccc(-n5c6ccccc6c6ccccc65)cc4C3=O)c1C#N)C2=O,3.0457363,2.7224467,3.135168,5.734564,2.458673,1.9628339,1.6500486,86.40807,68.78397,2078.8809,0.7234831,15.071781,34.48038,3.5265613,0.78234506,31.031757,-6.061087,30.05816,34.035904,33.95112,1.2436582,759.4913,537.45575,627.20483
[*]CC[Si](C[*])(c1ccccc1)c1ccc(-n2c(-c3ccc4c(c3)C(=O)N(C(=O)c3c(F)c(F)c(OC)c(F)c3F)C4=O)nc3ccc([N+](=O)[O-])cc32)cc1,2.9427397,2.651777,3.2311547,5.496748,2.4231508,1.9946204,1.6610439,87.59699,79.00363,2267.6494,0.8884287,18.811102,36.983124,4.570966,0.89365566,32.7132,-6.0499034,31.762054,35.83321,34.779934,1.2691958,720.21173,527.0891,632.1798
[*]c1ccc(-c2cc(-c3ccc(N=Nc4ccc(-c5ccccc5Cc5ccccc5)cc4)cc3)nn2[*])cc1,3.3422024,3.015414,3.4601495,5.6663866,2.370317,1.9753739,1.6383307,79.31527,73.27493,2350.6208,1.2510955,11.4594,21.013998,3.0795484,0.97738814,18.791246,-6.108147,32.98386,37.52403,35.524,1.2338387,746.5568,511.39578,609.74426
[*]Nc1ccc(Oc2c(C)cc(-c3ccc4c(c3)C(=O)N(c3cccc(-c5ccc(C=Nc6ccc([*])cc6)cc5)c3)C4=O)cc2C)cc1,3.25187,2.948598,3.315709,5.66968,2.2215571,1.9250292,1.618216,101.56869,80.28827,2133.5217,0.674811,11.560254,27.455246,2.9994755,0.65710914,24.015556,-6.0736685,31.971739,36.56569,36.275787,1.275705,785.6983,520.9479,607.4543
[*]Nc1ccc(-c2ccc(C([*])=O)c(Oc3cccc4c3C(=O)c3ccccc3C4=O)c2)cc1-c1cccc2c1C(=O)c1ccccc1C2=O,3.4718099,3.0153265,3.239048,6.0743866,2.4914525,1.9243298,1.6189736,91.56576,71.29112,1999.4567,0.37931883,9.642046,24.617496,2.415202,0.48460722,24.162518,-6.112248,31.249037,39.3386,37.232258,1.23998,738.30853,518.295,584.3744
[*]c1ccc2c(c1)C(=O)N(c1ccc(-c3ccc([*])cc3-c3ccc(-c4ccc5c(c4)C(=O)N(CCCCCC)C5)cc3)cc1)C2=O,3.0870872,2.72087,3.1274517,5.628741,2.1821249,1.9191394,1.6328342,85.41587,65.69936,1844.4697,0.34472156,6.6205053,16.592974,1.7316661,0.3917327,16.518633,-6.0652,30.955341,38.96591,36.358555,1.2521611,773.75433,536.66675,633.60645
[*]Nc1ccc(N2C(=O)c3ccc(-c4ccc(-c5cc(C)c(-c6ccc(CC([*])=O)cc6C)cc5C)cc4)cc3C2=O)cc1,3.016189,2.567874,3.1387658,5.685192,2.457417,1.9494135,1.6311939,82.565926,70.48917,1814.7009,0.64910007,13.303646,29.701307,3.0228367,0.6683719,27.972578,-6.1359906,31.785507,41.90813,36.131557,1.208384,757.1688,557.238,646.57745
[*]CCSSc1ccc(SSc2c3c(c(CC[*])c4ccccc24)C(=O)N(c2ccc(-c4cccc(P(=O)(O)O)c4)cc2)C3=O)cc1,3.3639274,2.9164004,3.454329,5.7716966,2.4844272,2.0513968,1.6770794,80.08445,69.7326,2026.4758,0.6705878,12.899874,26.991636,3.232976,0.72283053,24.654213,-6.1082873,28.586218,34.28584,32.673973,1.1869097,700.1472,526.0703,634.1087
